Practice name,Practice Code,Practice Population,Lat,Lon,NHSE OC Provider,Manual OC Provider,Most likely OC Provider
WAKE GREEN SURGERY,M85074,7837,52.4461029169912,-1.88335193792006,Accurx,Accurx,Accurx
GREAT PARK MEDICAL GROUP,M85076,11040,52.4045606262147,-1.99747166788158,Accurx,Accurx,Accurx
NORTHWOOD MEDICAL CENTRE,M85077,9409,52.4154850453711,-1.93297078754003,Accurx,Accurx,Accurx
OAKWOOD SURGERY,M85078,11106,52.4445581485742,-1.85864318870052,Accurx,Accurx,Accurx
EDEN COURT MEDICAL PRACTICE,M85079,10838,52.5181039275179,-1.79401195056801,Accurx; Silicon Health FootFall,Accurx,Accurx
THE DOVE MEDICAL PRACTICE,M85081,9214,52.5351551200652,-1.86460514436091,Accurx,Accurx,Accurx
HANDSWORTH MEDICAL PRACT.,M85082,5531,52.5050115958714,-1.94095281227209,Accurx,Accurx,Accurx
THE WAND MEDICAL CENTRE,M85084,6681,52.4641866620016,-1.88868177790605,Accurx,,Accurx
COFTON MEDICAL CENTRE,M85086,10602,52.3927462394399,-1.96680400615396,Accurx,Accurx,Accurx
COLLEGE ROAD SURGERY,M85087,11154,52.5365889512728,-1.87487044306065,Accurx,Accurx,Accurx
KARIS MEDICAL CENTRE,M85088,17270,52.4743263043719,-1.93078547699125,Accurx,Accurx,Accurx
YARDLEY MEDICAL CENTRE,M85094,2582,52.4631887397048,-1.82839730926564,Accurx,,Accurx
CRANES PARK ROAD SURGERY,M85097,2209,52.4563474783706,-1.77958069532025,Accurx,Accurx,Accurx
ROTTON PARK MEDICAL CENTRE,M85098,5342,52.482162057985,-1.94707934854126,Accurx,Accurx,Accurx
VICTORIA ROAD SURGERY,M85105,5369,52.4446018153488,-1.8192742348457,Accurx,,Accurx
FIRS SURGERY,M85107,3830,52.5066029306001,-1.80073675717385,Accurx,Accurx,Accurx
SMALL HEATH MEDICAL PRACTICE,M85108,6048,52.4725551113714,-1.86188208237369,Accurx,Accurx,Accurx
SALTLEY AND FERNBANK MEDICAL PRACTICE,M85110,9840,52.491382448494,-1.85163165376724,Blinx,Patchs,Patchs
BUCKLANDS END LANE SURGERY,M85113,6099,52.4987858384001,-1.80219603957336,Accurx; Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
SUTTON ROAD SURGERY,M85115,3036,52.5337878101441,-1.82913985700096,Accurx,Accurx,Accurx
FERNLEY MEDICAL CENTRE,M85116,8275,52.4517757058287,-1.86458399113003,Accurx,Accurx,Accurx
BARTLEY GREEN MEDICAL PRACTICE,M85117,5914,52.4354526968472,-2.00457465116221,Accurx,Patchs,Patchs
BALDWINS LANE SURGERY,M85118,3001,52.4145139295682,-1.8459935253029,Accurx,Accurx,Accurx
AL-SHAFA MEDICAL CENTRE,M85123,8879,52.5056829998335,-1.89214843105056,Accurx,Accurx,Accurx
BELLEVUE MEDICAL CENTRE,M85124,12641,52.4651994358344,-1.90144074636181,Rapid Health,Patchs,Patchs
DR WALJI AND COLLEAGUES,M85128,5031,52.4574244492478,-1.88684450269064,Accurx,,Accurx
DRUIDS HEATH SURGERY,M85136,10531,52.4049427319491,-1.89914937157981,Accurx,Accurx,Accurx
ALPHA MEDICAL PRACTICE,M85139,5697,52.4912408200899,-1.85656876247077,Accurx,,Accurx
SCHOOLACRE ROAD SURGERY,M85141,3060,52.498376887776,-1.78515982111562,Accurx; Silicon Health FootFall,,Unknown
JIGGINS LANE MEDICAL CENTRE,M85143,7193,52.4360604760069,-1.99645348369723,Accurx,Accurx,Accurx
THE SLIEVE SURGERY,M85145,10009,52.5194415343256,-1.92682997508036,Accurx,Accurx,Accurx
THE KHATTAK MEMORIAL SURGERY,M85146,6751,52.4664625798582,-1.86419737221911,Accurx,,Accurx
ALUM ROCK MEDICAL CENTRE,M85149,5823,52.4899011287241,-1.85066447285788,Accurx,Accurx,Accurx
WEATHER OAK MEDICAL CENTRE,M85153,4108,52.456873527891,-1.86708179683896,Accurx,Accurx,Accurx
FINCH ROAD PRIMARY CARE CENTRE,M85154,4490,52.5031680668597,-1.90981436856346,Accurx,Accurx,Accurx
KINGSTANDING CIRCLE SURGERY,M85155,6653,52.5537114234426,-1.88263013788475,Accurx,Accurx,Accurx
RIVER BROOK MEDICAL CENTRE,M85156,9717,52.4316114642558,-1.91612050287479,Accurx,Accurx,Accurx
APOLLO SURGERY,M85158,2130,52.5544040518349,-1.89255437011919,Accurx,Accurx,Accurx
NEWPORT MEDICAL GROUP,M85164,13582,52.4519958375584,-1.87910370229665,Accurx,Accurx,Accurx
UNIVERSITY MEDICAL PRACTICE,M85167,15323,52.4563564701268,-1.93805966447188,Accurx,Accurx,Accurx
GATE MEDICAL CENTRE,M85170,5365,52.4942420639262,-1.85586086748501,Accurx,Accurx,Accurx
ROWLANDS ROAD SURGERY,M85171,2933,52.4620191919866,-1.80463208813985,Accurx,Accurx,Accurx
RIDGACRE HOUSE SURGERY,M85172,13950,52.4608397602611,-1.98838692701107,Accurx,,Accurx
THE BROOK SURGERY,M85174,4581,52.4631021565432,-1.87098819761574,Accurx,,Accurx
THE HAWTHORNS SURGERY,M85175,10287,52.5399314261219,-1.82581807058455,Accurx,Patchs,Patchs
KIRPAL MEDICAL PRACTICE,M85176,5327,52.5029293657157,-1.93561606313468,Accurx,Accurx,Accurx
SWANSWELL MEDICAL CENTRE,M85177,6258,52.4325149906588,-1.81652903245535,Accurx,Patchs,Patchs
MODALITY BIRMINGHAM,M85178,40801,52.501280598311,-1.92140151835055,Rapid Health,Patchs,Patchs
MAYPOLE HEALTH SURGERY Y,M85179,5094,52.4102152963908,-1.88602862414455,Accurx,Accurx,Accurx
REA VALLEY HEALTH PARTNERSHIP,M85600,16082,52.4043442292216,-1.93114554043462,Accurx,Accurx,Accurx
PERRY PARK SURGERY,M85624,6440,52.5265240761283,-1.905600515265,Accurx,Accurx,Accurx
HEATHFIELD FAMILY CENTRE,M85634,10217,52.5063407265032,-1.91008560954169,Accurx,Accurx,Accurx
CAVENDISH MEDICAL PRACTICE,M85642,5931,52.4876861499559,-1.93735315182215,Accurx,Accurx,Accurx
